"","gene_id","gene_name"
"24401","ENSMUSG00000041258.19","Zfp236"
"24402","ENSMUSG00000118160.2","Gm50347"
"24403","ENSMUSG00000097141.3","Gm10524"
"24404","ENSMUSG00000118012.2","Gm46620"
"24405","ENSMUSG00000117824.2","Gm50350"
"24406","ENSMUSG00000117842.2","Gm41793"
"24407","ENSMUSG00000117888.2","Gm50351"
"24408","ENSMUSG00000092638.3","Mir5112"
"24409","ENSMUSG00000117849.2","Gm50355"
"24410","ENSMUSG00000101773.2","2210420H20Rik"
"24411","ENSMUSG00000118085.2","Gm50356"
"24412","ENSMUSG00000120537.1","ENSMUSG00000120537"
"24413","ENSMUSG00000097738.3","4930445N18Rik"
"24414","ENSMUSG00000117762.2","Gm30889"
"24415","ENSMUSG00000058881.14","Zfp516"
"24416","ENSMUSG00000118339.2","4930592I03Rik"
"24417","ENSMUSG00000118094.2","Gm52988"
"24418","ENSMUSG00000117976.2","Gm50437"
"24419","ENSMUSG00000100430.3","1700095A13Rik"
"24420","ENSMUSG00000118333.2","4921531P14Rik"
"24421","ENSMUSG00002074865.1","Gm54980"
"24422","ENSMUSG00000117783.2","Gm31265"
"24423","ENSMUSG00000117993.2","Gm31503"
"24424","ENSMUSG00000117715.2","Gm50413"
"24425","ENSMUSG00000118060.2","4933401L05Rik"
"24426","ENSMUSG00000118156.2","Gm7569"
"24427","ENSMUSG00000118387.2","Gm50415"
"24428","ENSMUSG00000118175.2","Gm50416"
"24429","ENSMUSG00000117658.2","Gm50417"
"24430","ENSMUSG00000118222.2","Gm50418"
"24431","ENSMUSG00000118200.3","Gm31621"
"24432","ENSMUSG00000118024.3","Gm50419"
"24433","ENSMUSG00000117826.2","Gm50420"
"24434","ENSMUSG00000117894.2","Gm50421"
"24435","ENSMUSG00000046982.12","Tshz1"
"24436","ENSMUSG00000120643.1","ENSMUSG00000120643"
"24437","ENSMUSG00000049090.4","Zadh2"
"24438","ENSMUSG00000118225.2","Gm31854"
"24439","ENSMUSG00000117915.2","Gm50309"
"24440","ENSMUSG00000048410.18","Zfp407"
"24441","ENSMUSG00000118385.2","Gm50311"
"24442","ENSMUSG00000102951.2","Gm37216"
"24443","ENSMUSG00000120353.1","ENSMUSG00000120353"
"24444","ENSMUSG00000056162.15","Cndp1"
"24445","ENSMUSG00000117676.2","Gm50314"
"24446","ENSMUSG00000092056.3","Gm7289"
"24447","ENSMUSG00000024644.18","Cndp2"
"24448","ENSMUSG00000118152.2","Gm2390"
"24449","ENSMUSG00000089760.2","D030046N08Rik"
"24450","ENSMUSG00000047992.12","Dipk1c"
"24451","ENSMUSG00002075114.1","Gm54992"
"24452","ENSMUSG00000065746.3","Gm25005"
"24453","ENSMUSG00000118075.2","Gm38576"
"24454","ENSMUSG00000117781.2","Gm17266"
"24455","ENSMUSG00002075287.1","Gm54993"
"24456","ENSMUSG00000024646.15","Cyb5a"
"24457","ENSMUSG00000089744.3","Gm16146"
"24458","ENSMUSG00000034391.13","Fbxo15"
"24459","ENSMUSG00000024645.6","Timm21"
"24460","ENSMUSG00000118255.2","Gm50369"
"24461","ENSMUSG00000118198.3","Gm50370"
"24462","ENSMUSG00000117854.2","Gm7612"
"24463","ENSMUSG00000118241.2","Gm5824"
"24464","ENSMUSG00000117906.2","Gm50381"
"24465","ENSMUSG00000118283.2","Gm7623"
"24466","ENSMUSG00000119275.1","Gm25453"
"24467","ENSMUSG00000050321.4","Neto1"
"24468","ENSMUSG00000117778.2","Gm50384"
"24469","ENSMUSG00000117736.2","Gm50386"
"24470","ENSMUSG00000024647.15","Cbln2"
"24471","ENSMUSG00000118328.2","Gm46615"
"24472","ENSMUSG00000118025.2","Gm5691"
"24473","ENSMUSG00000117908.2","Gm5971"
"24474","ENSMUSG00000118250.2","Gm5234"
"24475","ENSMUSG00000117969.2","Gm5826"
"24476","ENSMUSG00000117683.2","Gm50389"
"24477","ENSMUSG00000069324.7","Bhmt1b"
"24478","ENSMUSG00000118171.2","Gm50390"
"24479","ENSMUSG00000077641.3","Gm24987"
"24480","ENSMUSG00000117801.2","Gm50391"
"24481","ENSMUSG00000117830.2","Gm50400"
"24482","ENSMUSG00000118352.2","Gm50401"
"24483","ENSMUSG00000118247.2","Gm7662"
"24484","ENSMUSG00000056153.16","Socs6"
"24485","ENSMUSG00000117887.2","Gm50404"
"24486","ENSMUSG00000117948.2","Gm6409"
"24487","ENSMUSG00000118089.2","Gm50406"
"24488","ENSMUSG00000117777.2","Gm50267"
"24489","ENSMUSG00000023066.11","Rttn"
"24490","ENSMUSG00000098676.3","Mir6359"
"24491","ENSMUSG00000034028.17","Cd226"
"24492","ENSMUSG00000073514.5","Dok6"
"24493","ENSMUSG00000118274.2","Gm50204"
"24494","ENSMUSG00000089885.3","Gm16296"
"24495","ENSMUSG00000090047.2","Gm16297"
"24496","ENSMUSG00002075318.1","Gm55008"
"24497","ENSMUSG00000098126.2","Gm27037"
"24498","ENSMUSG00000118035.2","Gm6173"
"24499","ENSMUSG00000089008.3","Gm23859"
"24500","ENSMUSG00000091697.3","Eif3s6-ps2"
"24501","ENSMUSG00000117726.2","Gm7674"
"24502","ENSMUSG00000118372.2","Gm50434"
"24503","ENSMUSG00000117805.2","Gm18280"
"24504","ENSMUSG00000077402.3","Gm25418"
"24505","ENSMUSG00000024614.8","Tmx3"
"24506","ENSMUSG00000117747.2","Gm50438"
"24507","ENSMUSG00000110277.3","Gm45871"
"24508","ENSMUSG00000109923.2","Gm20039"
"24509","ENSMUSG00000100969.8","1700030N03Rik"
"24510","ENSMUSG00000117761.2","Gm50428"
"24511","ENSMUSG00000118966.1","Gm25431"
"24512","ENSMUSG00000118182.2","Gm50427"
"24513","ENSMUSG00000117928.2","Gm42068"
"24514","ENSMUSG00000118393.2","Gm50426"
"24515","ENSMUSG00000118052.2","Gm50432"
"24516","ENSMUSG00000118203.2","Gm7798"
"24517","ENSMUSG00000117886.2","Gm2106"
"24518","ENSMUSG00000024831.15","Ighmbp2"
"24519","ENSMUSG00000024829.13","Mrpl21"
"24520","ENSMUSG00000099261.3","Mir6984"
"24521","ENSMUSG00000118213.2","Gm50307"
"24522","ENSMUSG00000024900.6","Cpt1a"
"24523","ENSMUSG00000024905.16","Tesmin"
"24524","ENSMUSG00000024907.8","Gal"
"24525","ENSMUSG00000024908.16","Ppp6r3"
"24526","ENSMUSG00000114315.2","Gm48696"
"24527","ENSMUSG00000075908.3","Gm23940"
"24528","ENSMUSG00000114302.2","Gm48683"
"24529","ENSMUSG00000024913.17","Lrp5"
"24530","ENSMUSG00000118249.2","Gm36608"
"24531","ENSMUSG00000035372.3","1810055G02Rik"
"24532","ENSMUSG00000117739.2","Gm36787"
"24533","ENSMUSG00000118231.2","Gm2141"
"24534","ENSMUSG00000118096.2","Gm50374"
"24535","ENSMUSG00000117773.2","Gm50375"
"24536","ENSMUSG00000045098.20","Kmt5b"
"24537","ENSMUSG00000082848.2","Gm16066"
"24538","ENSMUSG00000117779.2","Gm19209"
"24539","ENSMUSG00000024843.16","Chka"
"24540","ENSMUSG00000117912.2","Gm50383"
"24541","ENSMUSG00000001750.17","Tcirg1"
"24542","ENSMUSG00000059734.8","Ndufs8"
"24543","ENSMUSG00000024885.10","Aldh3b1"
"24544","ENSMUSG00000118129.2","Gm50327"
"24545","ENSMUSG00000036908.18","Unc93b1"
"24546","ENSMUSG00000037263.14","Aldh3b3"
"24547","ENSMUSG00000075296.6","Aldh3b2"
"24548","ENSMUSG00000024866.11","Acy3"
"24549","ENSMUSG00000037477.9","Tbx10"
"24550","ENSMUSG00000118132.2","4833408A19Rik"
"24551","ENSMUSG00000110949.2","Nudt8"
"24552","ENSMUSG00000024869.11","Gm49405"
"24553","ENSMUSG00000086107.2","Gm16312"
"24554","ENSMUSG00000024871.12","Doc2g"
"24555","ENSMUSG00000037916.15","Ndufv1"
"24556","ENSMUSG00000060803.7","Gstp1"
"24557","ENSMUSG00000038155.12","Gstp2"
"24558","ENSMUSG00000058216.14","Gstp3"
"24559","ENSMUSG00000104921.3","Snord3b-ps1"
"24560","ENSMUSG00000064400.4","Snord3b-ps1"
"24561","ENSMUSG00000024857.17","Cabp2"
"24562","ENSMUSG00000024856.11","Cdk2ap2"
"24563","ENSMUSG00000024851.15","Pitpnm1"
"24564","ENSMUSG00000024847.16","Aip"
"24565","ENSMUSG00000024845.20","Tmem134"
"24566","ENSMUSG00000024842.9","Cabp4"
"24567","ENSMUSG00000044724.10","Gpr152"
"24568","ENSMUSG00000024835.16","Coro1b"
"24569","ENSMUSG00000045826.10","Ptprcap"
"24570","ENSMUSG00000024830.18","Rps6kb2"
"24571","ENSMUSG00000075289.6","Carns1"
"24572","ENSMUSG00000117905.2","Gm50230"
"24573","ENSMUSG00000097233.2","Gm17552"
"24574","ENSMUSG00000040247.7","Tbc1d10c"
"24575","ENSMUSG00000040385.8","Ppp1ca"
"24576","ENSMUSG00000117839.2","Gm50251"
"24577","ENSMUSG00000024824.8","Rad9a"
"24578","ENSMUSG00000118245.3","Gm30082"
"24579","ENSMUSG00000040663.10","Clcf1"
"24580","ENSMUSG00000117873.2","Gm45928"
"24581","ENSMUSG00002075602.1","Gm55500"
"24582","ENSMUSG00000024854.5","Pold4"
"24583","ENSMUSG00000117718.3","1500032F14Rik"
"24584","ENSMUSG00000034616.18","Ssh3"
"24585","ENSMUSG00000099290.3","Mir6985"
"24586","ENSMUSG00000005986.17","Ankrd13d"
"24587","ENSMUSG00000118344.2","Gm50152"
"24588","ENSMUSG00000024858.15","Grk2"
"24589","ENSMUSG00000120891.1","ENSMUSG00000120891"
"24590","ENSMUSG00000054611.18","Kdm2a"
"24591","ENSMUSG00000041845.12","Rhod"
"24592","ENSMUSG00000087132.10","A930001C03Rik"
"24593","ENSMUSG00000049303.11","Syt12"
"24594","ENSMUSG00000042041.8","2010003K11Rik"
"24595","ENSMUSG00000024892.18","Pcx"
"24596","ENSMUSG00000045045.8","Lrfn4"
"24597","ENSMUSG00000024889.6","Rce1"
"24598","ENSMUSG00000098346.3","Mir6986"
"24599","ENSMUSG00000071691.12","Gm960"
"24600","ENSMUSG00000117746.2","Gm50372"
"24601","ENSMUSG00000067889.8","Sptbn2"
"24602","ENSMUSG00000096370.9","Gm21992"
"24603","ENSMUSG00000033760.18","Rbm4b"
"24604","ENSMUSG00000103651.2","Gm37206"
"24605","ENSMUSG00000094936.9","Rbm4"
"24606","ENSMUSG00000006456.11","Rbm14"
"24607","ENSMUSG00000095913.2","Gm21844"
"24608","ENSMUSG00000034108.7","Ccs"
"24609","ENSMUSG00000067872.3","Ccdc87"
"24610","ENSMUSG00000083282.4","Ctsf"
"24611","ENSMUSG00000006457.5","Actn3"
"24612","ENSMUSG00000006463.14","Zdhhc24"
"24613","ENSMUSG00000006464.10","Bbs1"
"24614","ENSMUSG00002074886.1","Gm54401"
"24615","ENSMUSG00000063904.5","Dpp3"
"24616","ENSMUSG00000024901.16","Peli3"
"24617","ENSMUSG00000024902.6","Mrpl11"
"24618","ENSMUSG00000045903.10","Npas4"
"24619","ENSMUSG00000118364.2","Gm54420"
"24620","ENSMUSG00000120130.1","ENSMUSG00000120130"
"24621","ENSMUSG00000117723.2","Gm50382"
"24622","ENSMUSG00000120690.1","ENSMUSG00000120690"
"24623","ENSMUSG00000024891.7","Slc29a2"
"24624","ENSMUSG00000047379.8","B4gat1"
"24625","ENSMUSG00000117789.2","Gm50388"
"24626","ENSMUSG00000080268.5","Brms1"
"24627","ENSMUSG00000024883.9","Rin1"
"24628","ENSMUSG00000056481.8","Cd248"
"24629","ENSMUSG00000061451.14","Tmem151a"
"24630","ENSMUSG00000117893.2","Gm46658"
"24631","ENSMUSG00000024875.6","Yif1a"
"24632","ENSMUSG00000024873.8","Cnih2"
"24633","ENSMUSG00000024870.7","Rab1b"
"24634","ENSMUSG00000024862.17","Klc2"
"24635","ENSMUSG00000117710.2","Gm10817"
"24636","ENSMUSG00000117729.2","Gm5242"
"24637","ENSMUSG00000024855.11","Pacs1"
"24638","ENSMUSG00002076406.1","Gm54439"
"24639","ENSMUSG00000118104.2","Gm50189"
"24640","ENSMUSG00000024853.11","Sf3b2"
"24641","ENSMUSG00000118243.2","Gm50203"
"24642","ENSMUSG00000047658.7","Gal3st3"
"24643","ENSMUSG00000118263.3","Gm42064"
"24644","ENSMUSG00000118009.2","Gm50208"
"24645","ENSMUSG00000117807.2","Gm7074"
"24646","ENSMUSG00000038498.5","Catsper1"
"24647","ENSMUSG00000024846.7","Cst6"
"24648","ENSMUSG00000118610.2","Gm52999"
"24649","ENSMUSG00000024844.16","Banf1"
"24650","ENSMUSG00000024841.9","Eif1ad"
"24651","ENSMUSG00000039148.6","Sart1"
"24652","ENSMUSG00000117959.2","D330050I16Rik"
"24653","ENSMUSG00000039330.6","Tsga10ip"
"24654","ENSMUSG00000120167.1","ENSMUSG00000120167"
"24655","ENSMUSG00000086938.11","4930481A15Rik"
"24656","ENSMUSG00000051133.4","Gm6293"
"24657","ENSMUSG00000024914.17","Drap1"
"24658","ENSMUSG00000047423.11","AI837181"
"24659","ENSMUSG00002076078.1","Gm54444"
"24660","ENSMUSG00000117771.2","Gm25432"
"24661","ENSMUSG00000117845.2","Gm31070"
"24662","ENSMUSG00000024912.7","Fosl1"
"24663","ENSMUSG00000095098.3","Ccdc85b"
"24664","ENSMUSG00000024911.8","Fibp"
"24665","ENSMUSG00000024910.6","Ctsw"
"24666","ENSMUSG00000024909.16","Efemp2"
"24667","ENSMUSG00000024906.11","Mus81"
"24668","ENSMUSG00000117966.2","1700061A03Rik"
"24669","ENSMUSG00000056201.9","Cfl1"
"24670","ENSMUSG00000056185.6","Snx32"
"24671","ENSMUSG00000100937.2","Nscme3l"
"24672","ENSMUSG00000109695.3","Gm31166"
"24673","ENSMUSG00000024922.3","Ovol1"
"24674","ENSMUSG00000117861.2","1810058N15Rik"
"24675","ENSMUSG00000049562.7","Ap5b1"
"24676","ENSMUSG00000024925.12","Rnaseh2c"
"24677","ENSMUSG00000024926.11","Kat5"
"24678","ENSMUSG00000120141.1","ENSMUSG00000120141"
"24679","ENSMUSG00000024927.9","Rela"
"24680","ENSMUSG00000056917.14","Sipa1"
"24681","ENSMUSG00000054874.13","Pcnx3"
"24682","ENSMUSG00000098568.3","Mir6987"
"24683","ENSMUSG00000004054.10","Map3k11"
"24684","ENSMUSG00000118077.2","Gm50315"
"24685","ENSMUSG00000024936.9","Kcnk7"
"24686","ENSMUSG00000024937.16","Ehbp1l1"
"24687","ENSMUSG00000089766.3","Gm16538"
"24688","ENSMUSG00000024939.7","Fam89b"
"24689","ENSMUSG00000118125.2","Gm50387"
"24690","ENSMUSG00000079478.10","Znrd2"
"24691","ENSMUSG00000024940.12","Ltbp3"
"24692","ENSMUSG00000024941.10","Scyl1"
"24693","ENSMUSG00000092341.5","Malat1"
"24694","ENSMUSG00002076626.1","Gm55521"
"24695","ENSMUSG00000102349.2","Gm37376"
"24696","ENSMUSG00000120562.1","ENSMUSG00000120562"
"24697","ENSMUSG00002074969.1","Gm55522"
"24698","ENSMUSG00000092274.5","Neat1"
"24699","ENSMUSG00002076852.1","Gm55523"
"24700","ENSMUSG00002075794.1","Gm55524"
"24701","ENSMUSG00002076763.1","Gm55525"
"24702","ENSMUSG00000043488.7","Frmd8os"
"24703","ENSMUSG00000120816.1","ENSMUSG00000120816"
"24704","ENSMUSG00000024816.13","Frmd8"
"24705","ENSMUSG00000024818.16","Slc25a45"
"24706","ENSMUSG00000044390.6","Tigd3"
"24707","ENSMUSG00000024826.16","Dpf2"
"24708","ENSMUSG00000110156.4","Gm42067"
"24709","ENSMUSG00000045664.6","Cdc42ep2"
"24710","ENSMUSG00000024833.16","Pola2"
"24711","ENSMUSG00000037451.9","Slc22a20"
"24712","ENSMUSG00000024942.20","Capn1"
"24713","ENSMUSG00000097404.3","Gm10814"
"24714","ENSMUSG00000118194.2","Gm19505"
"24715","ENSMUSG00000094281.2","Gm8034"
"24716","ENSMUSG00000119968.1","ENSMUSG00000119968"
"24717","ENSMUSG00000024807.19","Syvn1"
"24718","ENSMUSG00000098928.3","Mir6988"
"24719","ENSMUSG00000007338.11","Mrpl49"
"24720","ENSMUSG00000118496.2","Gm52998"
"24721","ENSMUSG00000038274.14","Fau"
"24722","ENSMUSG00000120982.1","ENSMUSG00000120982"
"24723","ENSMUSG00000075227.7","Znhit2"
"24724","ENSMUSG00000024799.17","Tm7sf2"
"24725","ENSMUSG00000024797.15","Vps51"
"24726","ENSMUSG00000100621.3","Gm28374"
"24727","ENSMUSG00000047733.11","Tmem262"
"24728","ENSMUSG00000024792.10","Zfpl1"
"24729","ENSMUSG00000024791.11","Cdca5"
"24730","ENSMUSG00000117666.2","Gm550"
"24731","ENSMUSG00000054999.3","Naaladl1"
"24732","ENSMUSG00000024790.9","Sac3d1"
"24733","ENSMUSG00000024787.15","Snx15"
"24734","ENSMUSG00000024944.7","Arl2"
"24735","ENSMUSG00000039699.15","Batf2"
"24736","ENSMUSG00002076495.1","Gm55571"
"24737","ENSMUSG00000083458.2","Gm5510"
"24738","ENSMUSG00000024786.10","Majin"
"24739","ENSMUSG00000024784.14","Gpha2"
"24740","ENSMUSG00000024777.11","Ppp2r5b"
"24741","ENSMUSG00000024773.16","Atg2a"
"24742","ENSMUSG00000065582.3","Mir194-2"
"24743","ENSMUSG00000065523.3","Mir192"
"24744","ENSMUSG00000085196.2","Gm14963"
"24745","ENSMUSG00000024772.10","Ehd1"
"24746","ENSMUSG00000024769.8","Cdc42bpg"
"24747","ENSMUSG00000117681.2","Gm50198"
"24748","ENSMUSG00000024947.18","Men1"
"24749","ENSMUSG00000024948.16","Map4k2"
"24750","ENSMUSG00000099230.3","Mir6989"
"24751","ENSMUSG00000079467.10","Gm14966"
"24752","ENSMUSG00000024949.18","Sf1"
"24753","ENSMUSG00000032648.15","Pygm"
"24754","ENSMUSG00000032946.17","Rasgrp2"
"24755","ENSMUSG00000084876.8","Gm14965"
"24756","ENSMUSG00000033768.18","Nrxn2"
"24757","ENSMUSG00000117897.2","Gm50151"
"24758","ENSMUSG00000052188.7","Gm14964"
"24759","ENSMUSG00000061742.13","Slc22a12"
"24760","ENSMUSG00002075372.1","Gm55599"
"24761","ENSMUSG00000118062.2","Gm50435"
"24762","ENSMUSG00000084221.2","Hmgb1-ps4"
"24763","ENSMUSG00000084825.2","2410152P15Rik"
"24764","ENSMUSG00000085285.2","Gm14968"
"24765","ENSMUSG00000118181.2","Gm53015"
"24766","ENSMUSG00000118668.1","Rps6ka4"
"24767","ENSMUSG00000104884.3","Mir5046"
"24768","ENSMUSG00000047810.10","Ccdc88b"
"24769","ENSMUSG00000024953.18","Prdx5"
"24770","ENSMUSG00000038812.17","Trmt112"
"24771","ENSMUSG00000024955.16","Esrra"
"24772","ENSMUSG00000098413.3","Mir6990"
"24773","ENSMUSG00000050623.6","Catsperz"
"24774","ENSMUSG00000024957.10","Kcnk4"
"24775","ENSMUSG00000024958.14","Gpr137"
"24776","ENSMUSG00000024959.15","Bad"
"24777","ENSMUSG00000120718.1","ENSMUSG00000120718"
"24778","ENSMUSG00000024960.10","Plcb3"
"24779","ENSMUSG00000056612.8","Ppp1r14b"
"24780","ENSMUSG00000056629.17","Fkbp2"
"24781","ENSMUSG00000024962.14","Vegfb"
"24782","ENSMUSG00000024963.13","Dnajc4"
"24783","ENSMUSG00000037349.10","Nudt22"
"24784","ENSMUSG00000047656.10","Trpt1"
"24785","ENSMUSG00000024965.10","Fermt3"
"24786","ENSMUSG00000024966.10","Stip1"
"24787","ENSMUSG00000036278.8","Macrod1"
"24788","ENSMUSG00000117901.2","Gm54798"
"24789","ENSMUSG00000047787.9","Flrt1"
"24790","ENSMUSG00000024767.12","Otub1"
"24791","ENSMUSG00000035885.6","Cox8a"
"24792","ENSMUSG00000024764.11","Naa40"
"24793","ENSMUSG00000119835.1","Gm22113"
"24794","ENSMUSG00002075307.1","Gm54802"
"24795","ENSMUSG00000120626.1","ENSMUSG00000120626"
"24796","ENSMUSG00000024968.15","Rcor2"
"24797","ENSMUSG00000024969.16","Mark2"
"24798","ENSMUSG00000091558.2","Gm17227"
"24799","ENSMUSG00000024970.6","Spindoc"
"24800","ENSMUSG00000117743.2","Gm50232"
"24801","ENSMUSG00000099923.4","1700105P06Rik"
"24802","ENSMUSG00000095690.3","Rab11b-ps2"
"24803","ENSMUSG00000118297.2","Gm18842"
"24804","ENSMUSG00000053080.11","Zfta"
"24805","ENSMUSG00000098293.3","Mir6991"
"24806","ENSMUSG00000024758.16","Rtn3"
"24807","ENSMUSG00000024759.15","Atl3"
"24808","ENSMUSG00000060675.14","Plaat3"
"24809","ENSMUSG00000024972.17","Lgals12"
"24810","ENSMUSG00000024973.18","Plaat5"
"24811","ENSMUSG00000024761.4","Gm16437"
"24812","ENSMUSG00000024757.8","Slc22a19"
"24813","ENSMUSG00000083160.2","Gm15967"
"24814","ENSMUSG00000081596.2","Gm15968"
"24815","ENSMUSG00000117937.2","Gm8157"
"24816","ENSMUSG00000053303.15","Slc22a26"
"24817","ENSMUSG00000118312.2","Gm7096"
"24818","ENSMUSG00000067656.14","Slc22a27"
"24819","ENSMUSG00002076220.1","Gm54891"
"24820","ENSMUSG00000118220.2","Gm6192"
"24821","ENSMUSG00000118036.2","Gm6386"
"24822","ENSMUSG00000063590.4","Slc22a28"
"24823","ENSMUSG00000075044.15","Slc22a29"
"24824","ENSMUSG00000118280.2","Gm41804"
"24825","ENSMUSG00000118345.2","Gm7105"
"24826","ENSMUSG00000117877.2","Gm8184"
"24827","ENSMUSG00000052562.16","Slc22a30"
"24828","ENSMUSG00000121393.1","ENSMUSG00000121393"
"24829","ENSMUSG00000110298.3","Gm8189"
"24830","ENSMUSG00000086174.2","Gm6425"
"24831","ENSMUSG00000063796.10","Slc22a8"
"24832","ENSMUSG00000024650.6","Slc22a6"
"24833","ENSMUSG00000117763.2","9830166K06Rik"
"24834","ENSMUSG00000032773.10","Chrm1"
"24835","ENSMUSG00002075107.1","Gm54900"
"24836","ENSMUSG00000010095.14","Slc3a2"
"24837","ENSMUSG00000108414.3","Snhg1"
"24838","ENSMUSG00000064721.6","Gm25855"
"24839","ENSMUSG00000065392.3","Gm25894"
"24840","ENSMUSG00000065281.4","Gm24452"
"24841","ENSMUSG00000065280.3","Gm24453"
"24842","ENSMUSG00000065378.3","Gm22744"
"24843","ENSMUSG00000065782.3","Gm22680"
"24844","ENSMUSG00000065305.3","Gm23246"
"24845","ENSMUSG00000065087.3","Snord22"
"24846","ENSMUSG00000042729.12","Wdr74"
"24847","ENSMUSG00000090840.3","Tex54"
"24848","ENSMUSG00000010110.18","Stx5a"
"24849","ENSMUSG00000098844.3","Mir6992"
"24850","ENSMUSG00000120219.1","ENSMUSG00000120219"
"24851","ENSMUSG00000010097.16","Nxf1"
"24852","ENSMUSG00000117924.2","Tmem223"
"24853","ENSMUSG00000118346.2","Tmem179b"
"24854","ENSMUSG00000003680.17","Taf6l"
"24855","ENSMUSG00000120814.1","ENSMUSG00000120814"
"24856","ENSMUSG00000118261.2","Gm2518"
"24857","ENSMUSG00000118305.2","Gm50131"
"24858","ENSMUSG00000071662.5","Polr2g"
"24859","ENSMUSG00000071661.8","Zbtb3"
"24860","ENSMUSG00000071660.11","Ttc9c"
"24861","ENSMUSG00000071659.5","Hnrnpul2"
"24862","ENSMUSG00000118124.2","Gm50139"
"24863","ENSMUSG00000071658.6","Gng3"
"24864","ENSMUSG00000071657.13","Bscl2"
"24865","ENSMUSG00000071656.8","Lrrn4cl"
"24866","ENSMUSG00000071655.13","Ubxn1"
"24867","ENSMUSG00000071654.7","Uqcc3"
"24868","ENSMUSG00000096740.9","Lbhd1"
"24869","ENSMUSG00000116166.2","Gm49403"
"24870","ENSMUSG00000070167.3","Snora57"
"24871","ENSMUSG00000093314.3","Mir5136"
"24872","ENSMUSG00000071653.10","1810009A15Rik"
"24873","ENSMUSG00000116347.2","Gm49416"
"24874","ENSMUSG00000071652.9","Ints5"
"24875","ENSMUSG00000071650.7","Ganab"
"24876","ENSMUSG00000120807.1","ENSMUSG00000120807"
"24877","ENSMUSG00000071649.7","B3gat3"
"24878","ENSMUSG00000071648.5","Rom1"
"24879","ENSMUSG00000071647.6","Eml3"
"24880","ENSMUSG00000114220.2","Gm10353"
"24881","ENSMUSG00000071646.10","Mta2"
"24882","ENSMUSG00000071645.7","Tut1"
"24883","ENSMUSG00000071644.11","Eef1g"
"24884","ENSMUSG00000069833.14","Ahnak"
"24885","ENSMUSG00000024653.3","Scgb1a1"
"24886","ENSMUSG00000024654.9","Asrgl1"
"24887","ENSMUSG00000024658.8","Gm9750"
"24888","ENSMUSG00000117804.2","Gm6252"
"24889","ENSMUSG00002074975.1","Gm54990"
"24890","ENSMUSG00000067608.6","Pcna-ps2"
"24891","ENSMUSG00000101398.2","Gm2617"
"24892","ENSMUSG00000071640.4","Stxbp3-ps"
"24893","ENSMUSG00000096818.3","Gm29231"
"24894","ENSMUSG00000100141.2","Gm6445"
"24895","ENSMUSG00000117756.2","Gm50320"
"24896","ENSMUSG00000118383.2","Gm50321"
"24897","ENSMUSG00000096872.3","Scgb2a2"
"24898","ENSMUSG00002076484.1","Gm54995"
"24899","ENSMUSG00000118138.2","Gm50322"
"24900","ENSMUSG00000024660.10","Incenp"
"24901","ENSMUSG00000118325.2","Gm50324"
"24902","ENSMUSG00000118100.3","Gm50340"
"24903","ENSMUSG00002075984.1","Gm54998"
"24904","ENSMUSG00000118008.2","Gm36913"
"24905","ENSMUSG00000118065.2","Gm50343"
"24906","ENSMUSG00000118183.2","Gm50345"
"24907","ENSMUSG00000118123.2","Gm50346"
"24908","ENSMUSG00000120136.1","ENSMUSG00000120136"
"24909","ENSMUSG00000024661.8","Fth1"
"24910","ENSMUSG00000120067.1","ENSMUSG00000120067"
"24911","ENSMUSG00000037418.7","Best1"
"24912","ENSMUSG00000024663.21","Rab3il1"
"24913","ENSMUSG00000024664.6","Fads3"
"24914","ENSMUSG00000024665.9","Fads2"
"24915","ENSMUSG00000117700.2","Gm50359"
"24916","ENSMUSG00000010663.6","Fads1"
"24917","ENSMUSG00000098363.3","Mir6993"
"24918","ENSMUSG00000064032.3","Gm10143"
"24919","ENSMUSG00000024742.16","Fen1"
"24920","ENSMUSG00000036372.15","Tmem258"
"24921","ENSMUSG00000036098.16","Myrf"
"24922","ENSMUSG00000035735.11","Dagla"
"24923","ENSMUSG00000118330.2","Gm30042"
"24924","ENSMUSG00000024743.17","Syt7"
"24925","ENSMUSG00000118310.2","Gm50268"
"24926","ENSMUSG00000090291.4","Lrrc10b"
"24927","ENSMUSG00000035179.5","Ppp1r32"
"24928","ENSMUSG00000024668.9","Sdhaf2"
"24929","ENSMUSG00000034820.5","Cpsf7"
"24930","ENSMUSG00000024667.13","Tmem216"
"24931","ENSMUSG00000024666.7","Tmem138"
"24932","ENSMUSG00000117955.2","Gm50205"
"24933","ENSMUSG00000034445.9","Cyb561a3"
"24934","ENSMUSG00000034371.10","Tkfc"
"24935","ENSMUSG00000024740.11","Ddb1"
"24936","ENSMUSG00000043789.9","Vwce"
"24937","ENSMUSG00000118392.2","4930524O05Rik"
"24938","ENSMUSG00000024738.7","Pga5"
"24939","ENSMUSG00000114772.2","2210404E10Rik"
"24940","ENSMUSG00000048832.10","Vps37c"
"24941","ENSMUSG00000024669.9","Cd5"
"24942","ENSMUSG00000067577.10","A430093F15Rik"
"24943","ENSMUSG00000024670.18","Cd6"
"24944","ENSMUSG00000024737.3","Slc15a3"
"24945","ENSMUSG00000118027.2","Gm10802"
"24946","ENSMUSG00000024736.16","Tmem132a"
"24947","ENSMUSG00000034659.15","Tmem109"
"24948","ENSMUSG00000024735.14","Prpf19"
