"","gene_id","gene_name"
"1","ENSMUSG00000079800.3","ENSMUSG00000079800"
"2","ENSMUSG00000095092.2","ENSMUSG00000095092"
"3","ENSMUSG00000079192.3","ENSMUSG00000079192"
"4","ENSMUSG00000079794.3","ENSMUSG00000079794"
"5","ENSMUSG00000094799.2","ENSMUSG00000094799"
"6","ENSMUSG00000095250.2","ENSMUSG00000095250"
"7","ENSMUSG00000095787.2","ENSMUSG00000095787"
"8","ENSMUSG00000096100.2","ENSMUSG00000096100"
"9","ENSMUSG00000094054.2","ENSMUSG00000094054"
"10","ENSMUSG00000095672.2","ENSMUSG00000095672"
"11","ENSMUSG00000079190.4","ENSMUSG00000079190"
"12","ENSMUSG00000094514.2","ENSMUSG00000094514"
"13","ENSMUSG00000094915.2","ENSMUSG00000094915"
"14","ENSMUSG00000079808.4","ENSMUSG00000079808"
"15","ENSMUSG00000096776.2","Vmn1r186"
"16","ENSMUSG00000096244.2","ENSMUSG00000096244"
"17","ENSMUSG00000079222.3","ENSMUSG00000079222"
"18","ENSMUSG00000094874.2","ENSMUSG00000094874"
"19","ENSMUSG00000095500.2","ENSMUSG00000095500"
"20","ENSMUSG00000095450.2","ENSMUSG00000095450"
"21","ENSMUSG00000094728.2","ENSMUSG00000094728"
"22","ENSMUSG00000062783.3","Csprs"
"23","ENSMUSG00000096808.2","ENSMUSG00000096808"
"24","ENSMUSG00002075400.1","ENSMUSG00002075400"
"25","ENSMUSG00000094741.2","Pramel39"
"26","ENSMUSG00000074720.2","ENSMUSG00000074720"
"27","ENSMUSG00000094337.8","ENSMUSG00000094337"
"28","ENSMUSG00000095570.2","ENSMUSG00000095570"
"29","ENSMUSG00000096728.2","ENSMUSG00000096728"
"30","ENSMUSG00002074899.1","ENSMUSG00002074899"
"31","ENSMUSG00002076890.1","ENSMUSG00002076890"
"32","ENSMUSG00002074970.1","ENSMUSG00002074970"
"33","ENSMUSG00002075729.1","ENSMUSG00002075729"
"34","ENSMUSG00000095742.2","ENSMUSG00000095742"
"35","ENSMUSG00000095666.2","ENSMUSG00000095666"
"36","ENSMUSG00000096680.2","ENSMUSG00000096680"
"37","ENSMUSG00000095505.2","AA792892"
"38","ENSMUSG00000094303.2","ENSMUSG00000094303"
"39","ENSMUSG00000096236.2","ENSMUSG00000096236"
"40","ENSMUSG00000096756.2","ENSMUSG00000096756"
"41","ENSMUSG00000094722.2","ENSMUSG00000094722"
"42","ENSMUSG00000095728.2","ENSMUSG00000095728"
"43","ENSMUSG00000095076.2","ENSMUSG00000095076"
"44","ENSMUSG00000094836.2","ENSMUSG00000094836"
"45","ENSMUSG00000094383.2","ENSMUSG00000094383"
"46","ENSMUSG00000094474.2","ENSMUSG00000094474"
"47","ENSMUSG00000094791.2","ENSMUSG00000094791"
"48","ENSMUSG00000096550.2","Gm16367"
"49","ENSMUSG00000094172.2","ENSMUSG00000094172"
"50","ENSMUSG00000094887.2","ENSMUSG00000094887"
"51","ENSMUSG00000091585.3","ENSMUSG00000091585"
"52","ENSMUSG00000095763.2","ENSMUSG00000095763"
"53","ENSMUSG00000095523.2","ENSMUSG00000095523"
"54","ENSMUSG00000095475.2","ENSMUSG00000095475"
"55","ENSMUSG00000094855.2","ENSMUSG00000094855"
"56","ENSMUSG00000095019.2","ENSMUSG00000095019"
"57","ENSMUSG00000095041.8","ENSMUSG00000095041"
"58","ENSMUSG00000102693.2","4933401J01Rik"
"59","ENSMUSG00000064842.3","Gm26206"
"60","ENSMUSG00000051951.6","Xkr4"
"61","ENSMUSG00000102851.2","Gm18956"
"62","ENSMUSG00000103377.2","Gm37180"
"63","ENSMUSG00000104017.2","Gm37363"
"64","ENSMUSG00000103025.2","Gm37686"
"65","ENSMUSG00000089699.2","Gm1992"
"66","ENSMUSG00000103201.2","Gm37329"
"67","ENSMUSG00000103147.2","Gm7341"
"68","ENSMUSG00000103161.2","Gm38148"
"69","ENSMUSG00000102331.2","Gm19938"
"70","ENSMUSG00000102348.2","Gm10568"
"71","ENSMUSG00000102592.2","Gm38385"
"72","ENSMUSG00000088333.4","Gm27396"
"73","ENSMUSG00000102343.2","Gm37381"
"74","ENSMUSG00000025900.14","Rp1"
"75","ENSMUSG00000102948.2","Gm6101"
"76","ENSMUSG00000104123.2","Gm37483"
"77","ENSMUSG00000025902.14","Sox17"
"78","ENSMUSG00000104238.2","Gm37587"
"79","ENSMUSG00000102269.2","Gm7357"
"80","ENSMUSG00000118917.1","Gm22307"
"81","ENSMUSG00000103003.2","Gm38076"
"82","ENSMUSG00000104328.2","Gm37323"
"83","ENSMUSG00000102735.2","Gm7369"
"84","ENSMUSG00000098104.2","Gm6085"
"85","ENSMUSG00000102175.2","Gm6119"
"86","ENSMUSG00002075947.1","Gm56275"
"87","ENSMUSG00000103265.2","Gm2053"
"88","ENSMUSG00000103922.2","Gm6123"
"89","ENSMUSG00000033845.14","Mrpl15"
"90","ENSMUSG00000102275.2","Gm37144"
"91","ENSMUSG00000120403.1","ENSMUSG00000120403"
"92","ENSMUSG00000025903.15","Lypla1"
"93","ENSMUSG00000104217.2","Gm37988"
"94","ENSMUSG00000033813.16","Tcea1"
"95","ENSMUSG00000062588.5","Gm6104"
"96","ENSMUSG00000103280.2","Gm37277"
"97","ENSMUSG00000002459.18","Rgs20"
"98","ENSMUSG00000091305.2","Gm17100"
"99","ENSMUSG00000102653.2","Gm37079"
"100","ENSMUSG00000085623.2","Gm16041"
"101","ENSMUSG00000091665.2","Gm17101"
"102","ENSMUSG00000033793.13","Atp6v1h"
"103","ENSMUSG00000104352.2","Gm7182"
"104","ENSMUSG00000104046.2","Gm37567"
"105","ENSMUSG00000102907.2","Gm38264"
"106","ENSMUSG00000025905.15","Oprk1"
"107","ENSMUSG00000103936.2","Gm36965"
"108","ENSMUSG00002076544.1","Gm56304"
"109","ENSMUSG00000103519.2","Gm37429"
"110","ENSMUSG00000033774.5","Npbwr1"
"111","ENSMUSG00000103090.2","Gm19214"
"112","ENSMUSG00000090031.4","4732440D04Rik"
"113","ENSMUSG00000025907.15","Rb1cc1"
"114","ENSMUSG00000087247.4","Alkal1"
"115","ENSMUSG00000103355.2","Gm2147"
"116","ENSMUSG00000102706.2","Gm7417"
"117","ENSMUSG00000103845.2","Gm19026"
"118","ENSMUSG00000033740.18","St18"
"119","ENSMUSG00000103329.3","Gm42492"
"120","ENSMUSG00000104385.2","Gm7449"
"121","ENSMUSG00000102135.2","Gm37108"
"122","ENSMUSG00000103282.2","Gm37275"
"123","ENSMUSG00000102534.2","Gm37225"
"124","ENSMUSG00000102213.2","Gm37489"
"125","ENSMUSG00000103629.2","Gm5694"
"126","ENSMUSG00000120372.1","ENSMUSG00000120372"
"127","ENSMUSG00000051285.18","Pcmtd1"
"128","ENSMUSG00000098201.2","Gm26983"
"129","ENSMUSG00000103509.2","Gm38372"
"130","ENSMUSG00000048538.8","Gm9826"
"131","ENSMUSG00000103709.2","Nras-ps2"
"132","ENSMUSG00000077244.3","Gm23274"
"133","ENSMUSG00000102768.2","Gm19002"
"134","ENSMUSG00000097797.7","Gm26901"
"135","ENSMUSG00000103498.2","Gm18984"
"136","ENSMUSG00000103067.2","Gm30414"
"137","ENSMUSG00000102320.2","Gm37791"
"138","ENSMUSG00000104226.2","Gm7470"
"139","ENSMUSG00000103903.2","Rps2-ps2"
"140","ENSMUSG00000103557.2","Gm38216"
"141","ENSMUSG00000025909.17","Sntg1"
"142","ENSMUSG00000102647.2","Gm38024"
"143","ENSMUSG00000086235.2","Gm16284"
"144","ENSMUSG00000102253.2","Gm38259"
"145","ENSMUSG00002074990.1","Gm54704"
"146","ENSMUSG00000103884.2","Gm37005"
"147","ENSMUSG00000084353.2","Gm15452"
"148","ENSMUSG00000103933.2","Gm36964"
"149","ENSMUSG00002075967.1","Gm54706"
"150","ENSMUSG00000086195.2","Gm6152"
"151","ENSMUSG00000104504.2","Gm7445"
"152","ENSMUSG00000066693.3","Gm7493"
"153","ENSMUSG00000102316.2","Gm37629"
"154","ENSMUSG00000103819.2","Gm38008"
"155","ENSMUSG00000102871.2","Gm37143"
"156","ENSMUSG00000101571.3","Gm6187"
"157","ENSMUSG00000104428.2","Gm18299"
"158","ENSMUSG00000102272.2","Gm7512"
"159","ENSMUSG00000065625.3","Gm24765"
"160","ENSMUSG00000103411.2","Gm18300"
"161","ENSMUSG00000061024.9","Rrs1"
"162","ENSMUSG00000025911.15","Adhfe1"
"163","ENSMUSG00000079671.10","2610203C22Rik"
"164","ENSMUSG00000081441.4","Gm6161"
"165","ENSMUSG00000067879.4","Vxn"
"166","ENSMUSG00000099827.2","Gm29520"
"167","ENSMUSG00000025912.17","Mybl1"
"168","ENSMUSG00000045210.9","Vcpip1"
"169","ENSMUSG00000097893.10","1700034P13Rik"
"170","ENSMUSG00000025915.15","Sgk3"
"171","ENSMUSG00000046334.5","Gm6195"
"172","ENSMUSG00002075801.1","Gm54812"
"173","ENSMUSG00000098234.9","Snhg6"
"174","ENSMUSG00000046101.17","Mcmdc2"
"175","ENSMUSG00000093178.3","Snord87"
"176","ENSMUSG00000099032.3","Tcf24"
"177","ENSMUSG00000104025.2","E330040D14Rik"
"178","ENSMUSG00000025916.11","Ppp1r42"
"179","ENSMUSG00000087199.2","Gm15818"
"180","ENSMUSG00000121270.1","ENSMUSG00000121270"
"181","ENSMUSG00000119658.1","Gm24674"
"182","ENSMUSG00000025917.10","Cops5"
"183","ENSMUSG00000056763.17","Cspp1"
"184","ENSMUSG00000102356.2","1700047N06Rik"
"185","ENSMUSG00000067851.12","Arfgef1"
"186","ENSMUSG00002076532.1","Gm54899"
"187","ENSMUSG00000102556.2","Gm37569"
"188","ENSMUSG00000042501.13","Cpa6"
"189","ENSMUSG00000103810.2","Gm38005"
"190","ENSMUSG00000083422.2","Gm15604"
"191","ENSMUSG00000119312.1","Gm25253"
"192","ENSMUSG00000081417.2","Gm15603"
"193","ENSMUSG00000103448.2","Gm37133"
"194","ENSMUSG00000100212.2","Gm5522"
"195","ENSMUSG00000100648.2","Gm28659"
"196","ENSMUSG00002076499.1","Gm54912"
"197","ENSMUSG00000048960.14","Prex2"
"198","ENSMUSG00000077318.3","Gm24173"
"199","ENSMUSG00000101827.2","Gm28686"
"200","ENSMUSG00000103494.2","Gm37410"
"201","ENSMUSG00000057715.14","A830018L16Rik"
"202","ENSMUSG00000103825.2","Gm38178"
"203","ENSMUSG00000099845.2","Gm29273"
"204","ENSMUSG00000103561.2","Gm38069"
"205","ENSMUSG00000101610.2","Gm7560"
"206","ENSMUSG00000118923.1","Gm22633"
"207","ENSMUSG00000098555.3","Mir6341"
"208","ENSMUSG00000097628.2","Gm2383"
"209","ENSMUSG00000098163.2","Gm6216"
"210","ENSMUSG00000097171.2","Gm17644"
"211","ENSMUSG00000101314.2","Gm29663"
"212","ENSMUSG00000016918.16","Sulf1"
"213","ENSMUSG00000025938.17","Slco5a1"
"214","ENSMUSG00000104518.2","Gm37162"
"215","ENSMUSG00000069620.7","Gm5250"
"216","ENSMUSG00000099498.2","Gm29283"
"217","ENSMUSG00000042414.8","Prdm14"
"218","ENSMUSG00000005886.15","Ncoa2"
"219","ENSMUSG00000103506.2","Gm38376"
"220","ENSMUSG00000103495.2","Gm37409"
"221","ENSMUSG00002076346.1","Gm55160"
"222","ENSMUSG00000102639.2","Gm38223"
"223","ENSMUSG00000104170.2","Gm37702"
"224","ENSMUSG00000087782.3","Gm23169"
"225","ENSMUSG00000103085.2","Gm38120"
"226","ENSMUSG00000102664.2","Gm38380"
"227","ENSMUSG00000101476.2","Gm29570"
"228","ENSMUSG00000101171.2","Gm7593"
"229","ENSMUSG00000025935.11","Tram1"
"230","ENSMUSG00000120948.1","ENSMUSG00000120948"
"231","ENSMUSG00000025937.7","Lactb2"
"232","ENSMUSG00000102982.2","Gm38319"
"233","ENSMUSG00000067813.4","Xkr9"
"234","ENSMUSG00000077368.3","Gm26273"
"235","ENSMUSG00000097711.2","Gm5523"
"236","ENSMUSG00000102166.2","Gm36947"
"237","ENSMUSG00002075174.1","Gm55173"
"238","ENSMUSG00000104209.2","Gm37400"
"239","ENSMUSG00000025932.15","Eya1"
"240","ENSMUSG00002075819.1","Gm55247"
"241","ENSMUSG00000102588.2","Gm37444"
"242","ENSMUSG00000054493.3","Gm9947"
"243","ENSMUSG00000025930.7","Msc"
"244","ENSMUSG00000103492.2","Gm37412"
"245","ENSMUSG00000081201.2","Smt3h2-ps4"
"246","ENSMUSG00000082193.2","Rpl5-ps1"
"247","ENSMUSG00000032769.6","Trpa1"
"248","ENSMUSG00000088159.3","Gm26345"
"249","ENSMUSG00000073737.4","Gm10566"
"250","ENSMUSG00000092083.5","Kcnb2"
"251","ENSMUSG00000102937.2","Gm38116"
"252","ENSMUSG00000104149.2","Gm37138"
"253","ENSMUSG00000088829.3","Gm25227"
"254","ENSMUSG00000077377.3","Gm25168"
"255","ENSMUSG00000101652.2","Gm6060"
"256","ENSMUSG00000100814.2","Gm28669"
"257","ENSMUSG00000025925.15","Terf1"
"258","ENSMUSG00000104379.2","Gm37509"
"259","ENSMUSG00000032719.5","Sbspon"
"260","ENSMUSG00002076565.1","Gm55274"
"261","ENSMUSG00000100652.2","Gm7634"
"262","ENSMUSG00000067795.14","4930444P10Rik"
"263","ENSMUSG00000043716.14","Rpl7"
"264","ENSMUSG00000025921.8","Rdh10"
"265","ENSMUSG00000104165.2","Gm38249"
"266","ENSMUSG00000100868.2","Gm28095"
"267","ENSMUSG00000025920.20","Stau2"
"268","ENSMUSG00000089982.8","Gm7568"
"269","ENSMUSG00000025939.20","Ube2w"
"270","ENSMUSG00000102457.2","Gm38342"
"271","ENSMUSG00000079658.10","Eloc"
"272","ENSMUSG00000097744.2","D030040B21Rik"
"273","ENSMUSG00000100959.2","Idi1-ps5"
"274","ENSMUSG00000025940.7","Tmem70"
"275","ENSMUSG00000025779.11","Ly96"
"276","ENSMUSG00000100093.2","Gm29649"
"277","ENSMUSG00000091020.4","Gm5828"
"278","ENSMUSG00000101640.2","Gm28376"
"279","ENSMUSG00000104133.2","4921511E07Rik"
"280","ENSMUSG00000042686.6","Jph1"
"281","ENSMUSG00000100110.2","Gm28783"
"282","ENSMUSG00000025777.9","Gdap1"
"283","ENSMUSG00000099899.2","Gm28784"
"284","ENSMUSG00000100272.2","Gm28785"
"285","ENSMUSG00000100398.2","Gm5251"
"286","ENSMUSG00000101589.2","Rbm6-ps1"
"287","ENSMUSG00000102048.2","Gm6075"
"288","ENSMUSG00000089534.3","Gm25166"
"289","ENSMUSG00000067780.4","Pi15"
"290","ENSMUSG00000100053.2","Gm28154"
"291","ENSMUSG00000085125.8","Gm16070"
"292","ENSMUSG00000025776.14","Crispld1"
"293","ENSMUSG00000099895.2","Gm28153"
"294","ENSMUSG00000100554.2","Gm7690"
"295","ENSMUSG00000099473.2","Gm18775"
"296","ENSMUSG00000099591.2","Gm17969"
"297","ENSMUSG00000109887.2","Gm28756"
"298","ENSMUSG00000102001.2","Gm28755"
"299","ENSMUSG00000101717.3","Gm45784"
"300","ENSMUSG00000025774.15","Crisp4"
"301","ENSMUSG00000070977.5","Defb44-ps"
"302","ENSMUSG00000073735.2","Defb18"
"303","ENSMUSG00000067773.7","Defb41"
"304","ENSMUSG00000101685.2","Gm17837"
"305","ENSMUSG00000101306.2","Gm5252"
"306","ENSMUSG00000088800.4","Gm24075"
"307","ENSMUSG00000101644.2","Gm28343"
"308","ENSMUSG00000099433.2","Gm28344"
"309","ENSMUSG00000089787.3","Gm15825"
"310","ENSMUSG00000042596.8","Tfap2d"
"311","ENSMUSG00000100720.2","Gm10075"
"312","ENSMUSG00000025927.14","Tfap2b"
"313","ENSMUSG00000100538.2","Gm28340"
"314","ENSMUSG00000101117.2","Gm28341"
"315","ENSMUSG00000100204.2","Gm4849"
"316","ENSMUSG00002076883.1","Gm55451"
"317","ENSMUSG00000102597.2","Gm38382"
"318","ENSMUSG00000043760.17","Pkhd1"
"319","ENSMUSG00000104095.2","Gm37315"
"320","ENSMUSG00000089914.3","4930486I03Rik"
"321","ENSMUSG00000090142.3","Gm15795"
"322","ENSMUSG00000070175.3","Gm24162"
"323","ENSMUSG00000099906.3","Lincmd1"
"324","ENSMUSG00000065559.3","Mir206"
"325","ENSMUSG00000065480.3","Mir133b"
"326","ENSMUSG00000025929.5","Il17a"
"327","ENSMUSG00000041872.10","Il17f"
"328","ENSMUSG00000041859.11","Mcm3"
"329","ENSMUSG00000099714.2","Gm20587"
"330","ENSMUSG00000102121.2","Gm28065"
"331","ENSMUSG00000088858.3","Gm24723"
"332","ENSMUSG00000097934.2","6720483E21Rik"
"333","ENSMUSG00000025931.16","Paqr8"
"334","ENSMUSG00000077314.3","Gm24171"
"335","ENSMUSG00000100929.2","Gm28064"
"336","ENSMUSG00000041809.6","Efhc1"
"337","ENSMUSG00000041779.6","Tram2"
"338","ENSMUSG00000099971.2","Gm28287"
"339","ENSMUSG00000100819.2","Gm2693"
"340","ENSMUSG00000025933.16","Tmem14a"
"341","ENSMUSG00000102633.2","Gm38224"
"342","ENSMUSG00000025934.16","Gsta3"
"343","ENSMUSG00000099343.2","Gm28836"
"344","ENSMUSG00000096375.3","Gm7094"
"345","ENSMUSG00000121505.1","Gm4956"
"346","ENSMUSG00000025936.18","Gm4956"
"347","ENSMUSG00000093963.2","Gm21909"
"348","ENSMUSG00000067750.4","Khdc1a"
"349","ENSMUSG00000086194.2","Gm16329"
"350","ENSMUSG00000094436.2","Gm16327"
"351","ENSMUSG00000041722.8","Khdc1c"
"352","ENSMUSG00000085507.2","Gm2709"
"353","ENSMUSG00000094926.2","Gm16533"
"354","ENSMUSG00000085079.4","Khdc1b"
"355","ENSMUSG00000085679.3","Gm16328"
"356","ENSMUSG00000028033.17","Kcnq5"
"357","ENSMUSG00000104138.2","Gm36949"
"358","ENSMUSG00000082935.4","Gm7658"
"359","ENSMUSG00000103748.2","Gm38243"
"360","ENSMUSG00000099692.2","Gm5696"
"361","ENSMUSG00000100418.2","Gm28239"
"362","ENSMUSG00000041670.20","Rims1"
"363","ENSMUSG00000097642.2","Gm26866"
"364","ENSMUSG00000101468.2","Gm7761"
"365","ENSMUSG00000101227.2","Gm29506"
"366","ENSMUSG00000073730.3","Ppp1r14bl"
"367","ENSMUSG00000089553.3","Gm24176"
"368","ENSMUSG00000102766.2","Gm6420"
"369","ENSMUSG00000065405.5","Mir30a"
"370","ENSMUSG00000097970.2","Gm27028"
"371","ENSMUSG00000065567.3","Mir30c-2"
"372","ENSMUSG00000100775.2","Gm29107"
"373","ENSMUSG00000101226.2","Gm20954"
"374","ENSMUSG00000026158.12","Ogfrl1"
"375","ENSMUSG00000097920.2","Gm7784"
"376","ENSMUSG00000099503.2","Gm28822"
"377","ENSMUSG00000026156.9","B3gat2"
"378","ENSMUSG00000026155.14","Smap1"
"379","ENSMUSG00000026154.5","Sdhaf4"
"380","ENSMUSG00000102495.2","Gm26524"
"381","ENSMUSG00000026153.16","Fam135a"
"382","ENSMUSG00000102398.2","Gm37580"
"383","ENSMUSG00000097670.2","Gm26607"
"384","ENSMUSG00000026147.17","Col9a1"
"385","ENSMUSG00000026141.14","Col19a1"
"386","ENSMUSG00000077463.3","Gm26418"
"387","ENSMUSG00000099997.2","Tubb4b-ps2"
"388","ENSMUSG00000100131.2","Gm28439"
"389","ENSMUSG00000067736.3","Gm10222"
"390","ENSMUSG00000101939.2","Gm28438"
"391","ENSMUSG00000101111.2","Gm28437"
"392","ENSMUSG00000100862.2","Gm10925"
"393","ENSMUSG00000102070.2","Gm28661"
"394","ENSMUSG00000101249.2","Gm29216"
"395","ENSMUSG00000073725.9","Lmbrd1"
"396","ENSMUSG00000100808.2","Gm28594"
"397","ENSMUSG00000100483.2","Gm28237"
"398","ENSMUSG00000100450.2","Gm9443"
"399","ENSMUSG00000099392.2","Gm29414"
"400","ENSMUSG00000033569.18","Adgrb3"
"401","ENSMUSG00000080849.2","Gm15702"
"402","ENSMUSG00000104257.2","Gm20172"
"403","ENSMUSG00000119153.1","Gm22260"
"404","ENSMUSG00000102296.2","Gm37543"
"405","ENSMUSG00000103209.2","Gm37331"
"406","ENSMUSG00000104027.2","Gm37211"
"407","ENSMUSG00000102407.2","Gm37862"
"408","ENSMUSG00000103214.2","Gm38286"
"409","ENSMUSG00000104100.2","Gm37880"
"410","ENSMUSG00000084740.3","Gm25294"
"411","ENSMUSG00000103889.2","Gm37011"
"412","ENSMUSG00000101301.2","Gm29214"
"413","ENSMUSG00000104221.2","Gm37051"
"414","ENSMUSG00000102250.2","Gm38260"
"415","ENSMUSG00000102317.2","Gm37628"
"416","ENSMUSG00000103563.2","8030445P17Rik"
"417","ENSMUSG00000102465.2","Gm38198"
"418","ENSMUSG00000102659.2","Gm37077"
"419","ENSMUSG00000103924.2","Gm37895"
"420","ENSMUSG00000104132.2","Gm36952"
"421","ENSMUSG00000102747.2","Gm37602"
"422","ENSMUSG00000102386.2","2900022M07Rik"
"423","ENSMUSG00000103004.2","2900002M20Rik"
"424","ENSMUSG00000104516.2","Gm9884"
"425","ENSMUSG00000101618.2","Gm18443"
"426","ENSMUSG00000099458.2","Gm19123"
"427","ENSMUSG00000088111.3","Gm24064"
"428","ENSMUSG00000073722.4","4931408C20Rik"
"429","ENSMUSG00000119695.1","n-R5s209"
"430","ENSMUSG00000100310.2","Gm19641"
"431","ENSMUSG00000101514.3","Gm5524"
"432","ENSMUSG00000101033.2","Gm18776"
"433","ENSMUSG00000101372.2","Gm19028"
"434","ENSMUSG00000103241.2","Gm38089"
"435","ENSMUSG00000086240.5","Gm7846"
"436","ENSMUSG00000048411.5","Gm597"
"437","ENSMUSG00000081557.3","Gm5697"
"438","ENSMUSG00000058590.3","Gm6462"
"439","ENSMUSG00000101235.2","Gm18033"
"440","ENSMUSG00002075209.1","Gm55767"
"441","ENSMUSG00002076857.1","Gm55769"
"442","ENSMUSG00002074912.1","Gm55770"
"443","ENSMUSG00000099257.3","Mir6342"
"444","ENSMUSG00000099492.2","Gm5525"
"445","ENSMUSG00000118548.2","Gm53035"
"446","ENSMUSG00000101726.2","Gm7858"
"447","ENSMUSG00002075317.1","Gm55771"
"448","ENSMUSG00002075289.1","Gm55772"
"449","ENSMUSG00000053185.3","Gm9898"
"450","ENSMUSG00000100261.2","Gm6473"
"451","ENSMUSG00000101180.2","Gm2914"
"452","ENSMUSG00000048874.16","Phf3"
"453","ENSMUSG00000103783.2","Gm37522"
"454","ENSMUSG00000104315.2","Gm37906"
"455","ENSMUSG00000026064.17","Ptp4a1"
"456","ENSMUSG00000117310.3","Ptp4a1"
"457","ENSMUSG00000117091.2","Gm5698"
"458","ENSMUSG00000086726.4","Gm9458"
"459","ENSMUSG00000086727.10","4931428L18Rik"
"460","ENSMUSG00000100237.2","Gm28644"
"461","ENSMUSG00002076113.1","Gm55778"
"462","ENSMUSG00000100910.2","Gm29128"
"463","ENSMUSG00000099796.2","Gm7893"
"464","ENSMUSG00000050217.14","Lgsn"
"465","ENSMUSG00000026063.5","Dnaaf6"
"466","ENSMUSG00000077664.3","Gm26145"
"467","ENSMUSG00000100205.2","Gm4850"
"468","ENSMUSG00000100592.2","Gm28645"
"469","ENSMUSG00000094215.4","Gm6489"
"470","ENSMUSG00000101093.2","Eef1a1-ps2"
"471","ENSMUSG00000070960.5","Gm19680"
"472","ENSMUSG00000088620.3","Gm23032"
"473","ENSMUSG00000082159.3","Gm7910"
"474","ENSMUSG00000026058.12","Khdrbs2"
"475","ENSMUSG00000064688.3","Gm25814"
"476","ENSMUSG00000103482.2","Gm37999"
"477","ENSMUSG00000104498.2","Gm37110"
"478","ENSMUSG00000104313.2","Gm37911"
"479","ENSMUSG00000102865.2","Gm9839"
"480","ENSMUSG00000102321.2","Gm37792"
"481","ENSMUSG00000091318.3","Semp2l1"
"482","ENSMUSG00000089489.3","Gm24732"
"483","ENSMUSG00000104433.2","Gm37426"
"484","ENSMUSG00002076392.1","Gm55794"
"485","ENSMUSG00000102926.2","Gm37151"
"486","ENSMUSG00000100497.2","Gm28624"
"487","ENSMUSG00000102917.2","Gm37724"
"488","ENSMUSG00000100481.2","Gm7114"
"489","ENSMUSG00000100590.2","Gm4785"
"490","ENSMUSG00000088750.3","Gm24901"
"491","ENSMUSG00000104230.2","Gm37591"
"492","ENSMUSG00000101754.3","Gm2987"
"493","ENSMUSG00000065223.4","Gm25792"
"494","ENSMUSG00000100318.3","Gm18799"
"495","ENSMUSG00000101612.3","Gm7933"
"496","ENSMUSG00000065260.3","Gm23453"
"497","ENSMUSG00000026134.12","Prim2"
"498","ENSMUSG00000101682.2","Gm29228"
"499","ENSMUSG00000102714.2","Gm37618"
"500","ENSMUSG00000102093.2","Gm17813"
"501","ENSMUSG00000103746.3","1700001G17Rik"
"502","ENSMUSG00000102198.2","Gm38173"
"503","ENSMUSG00000121274.1","ENSMUSG00000121274"
"504","ENSMUSG00000004768.15","Rab23"
"505","ENSMUSG00000042215.9","Bag2"
"506","ENSMUSG00000103072.2","Gm37905"
"507","ENSMUSG00000042197.14","Zfp451"
"508","ENSMUSG00000081402.5","Gm15455"
"509","ENSMUSG00000042182.17","Bend6"
"510","ENSMUSG00000104416.2","Gm37067"
"511","ENSMUSG00000026131.21","Dst"
"512","ENSMUSG00000103596.2","Gm37354"
"513","ENSMUSG00000099382.2","Gm28631"
"514","ENSMUSG00000084506.3","Gm23792"
"515","ENSMUSG00000103364.2","Gm38157"
"516","ENSMUSG00000105982.3","Mir6896"
"517","ENSMUSG00000096992.4","Gm26788"
"518","ENSMUSG00000103001.2","A930005N03Rik"
"519","ENSMUSG00000104397.2","Gm37958"
"520","ENSMUSG00000102839.2","Gm37385"
"521","ENSMUSG00000101206.2","Gm5266"
"522","ENSMUSG00000101462.3","Gm3052"
"523","ENSMUSG00000102336.3","Gm37233"
"524","ENSMUSG00000092852.3","Mir5103"
"525","ENSMUSG00000042111.10","Ccdc115"
"526","ENSMUSG00000101711.2","Gm28306"
"527","ENSMUSG00000026127.14","Imp4"
"528","ENSMUSG00000026126.16","Ptpn18"
"529","ENSMUSG00000100280.4","Gm28417"
"530","ENSMUSG00000101223.8","4930568A12Rik"
"531","ENSMUSG00000026125.10","Prss39"
"532","ENSMUSG00000101116.2","Gm28416"
"533","ENSMUSG00000026124.5","Cfc1"
"534","ENSMUSG00000101803.2","Gm28419"
"535","ENSMUSG00000037529.14","Prss40"
"536","ENSMUSG00000045815.5","1700101I19Rik"
"537","ENSMUSG00000045174.11","Amer3"
"538","ENSMUSG00000100524.2","Gm28418"
"539","ENSMUSG00000102499.2","Gm36984"
"540","ENSMUSG00000103521.2","Gm29730"
"541","ENSMUSG00000104098.2","AA619741"
"542","ENSMUSG00000037509.22","Arhgef4"
"543","ENSMUSG00000102537.2","Gm37224"
"544","ENSMUSG00000102612.2","Gm37845"
"545","ENSMUSG00000118272.2","Gm55978"
"546","ENSMUSG00000104002.3","Gm38336"
"547","ENSMUSG00000037503.13","Fam168b"
"548","ENSMUSG00000104358.2","Gm37127"
"549","ENSMUSG00000026123.12","Plekhb2"
"550","ENSMUSG00000103716.2","Gm19430"
"551","ENSMUSG00000103548.2","Gm37670"
"552","ENSMUSG00000103760.2","Gm8009"
"553","ENSMUSG00000103997.2","Gm38027"
"554","ENSMUSG00000077231.3","Gm25096"
"555","ENSMUSG00000104417.2","Gm37068"
"556","ENSMUSG00000064601.3","Gm25634"
"557","ENSMUSG00000101714.2","Gm28415"
"558","ENSMUSG00000102531.2","1110002O04Rik"
"559","ENSMUSG00000103096.2","Gm8022"
"560","ENSMUSG00000102279.2","Gm37146"
"561","ENSMUSG00000103708.3","Gm33222"
"562","ENSMUSG00000104201.2","4930535G08Rik"
"563","ENSMUSG00000102434.2","Gm38049"
